acousticness,energy,loudness,Class
7.39e-05,0.995,-7.07,8
0.0029,0.927,-8.55,10
0.374,0.209,-19.549,0
0.0823,0.733,-7.057,5
0.692,0.58,-8.18,7
0.0702,0.815,-5.692,9
3.36e-06,0.912,-4.651,10
0.0147,0.807,-5.83,6
0.125,0.806,-7.574,10
0.194,0.352,-15.31,8
0.111,0.955,-6.684,10
3.18e-05,0.964,-3.492,8
0.147,0.877,-9.245,2
0.00757,0.858,-6.296,10
0.0226,0.611,-6.268,2
0.173,0.615,-8.746,5
0.0249,0.766,-12.768,10
0.184,0.836,-8.904,2
0.884,0.382,-11.231,10
0.0344,0.96,-4.927,10
9.78e-05,0.686,-8.101,10
0.195,0.904,-2.683,10
0.06,0.665,-4.203,10
0.00298,0.695,-7.929,9
4.93e-06,0.964,-3.927,8
0.85,0.358,-8.795,10
0.00398,0.818,-7.206,10
0.102,0.724,-5.192,10
0.108,0.672,-4.349,9
0.901,0.447,-9.538,10
0.584,0.593,-9.113,1
4.75e-05,0.812,-7.829,10
0.0176,0.876,-4.33,10
2.05e-05,0.981,-4.521,8
0.00573,0.916,-8.318,10
0.000542,0.877,-4.251,10
0.000273,0.915,-4.802,8
0.0405,0.686,-6.457,8
0.882,0.0493,-20.4,7
0.000656,0.971,-6.816,10
0.865,0.292,-16.653,7
7.97e-05,0.896,-3.31,10
0.338,0.61,-6.64,6
0.0406,0.71,-4.345,10
1.04e-05,0.568,-9.636,10
3.28e-06,0.845,-3.315,8
6.48e-05,0.717,-5.857,10
0.000142,0.771,-5.824,6
0.262,0.781,-5.536,6
7.89e-06,0.986,-3.951,8
0.554,0.29,-18.066,2
0.00386,0.947,-3.934,10
0.312,0.407,-7.45,9
1.84e-06,0.964,-7.557,8
0.978,0.292,-18.11,6
0.0713,0.661,-7.533,10
2.93e-05,0.978,-4.568,1
0.688,0.41,-8.312,9
0.941,0.239,-14.704,7
0.00162,0.912,-10.71,9
5.99e-05,0.951,-5.376,8
0.162,0.452,-8.676,6
0.461,0.432,-7.305,10
0.818,0.429,-7.364,10
0.0266,0.482,-8.917,10
0.985,0.413,-6.638,3
0.00381,0.848,-6.939,6
0.00279,0.533,-5.318,10
0.0604,0.503,-8.396,10
0.0179,0.836,-7.683,6
0.0213,0.548,-6.753,10
2.16e-05,0.931,-9.859,8
0.282,0.765,-6.625,2
0.0349,0.737,-9.296,1
0.829,0.481,-11.191,10
0.516,0.665,-7.981,9
0.714,0.239,-13.68,1
2.28e-06,0.902,-4.89,8
0.366,0.392,-11.381,6
0.19,0.409,-12.84,10
0.954,0.165,-16.415,7
3.65e-05,0.783,-8.835,10
0.0349,0.737,-9.296,6
0.0139,0.577,-7.899,10
0.0156,0.973,-4.111,8
0.147,0.542,-7.159,10
0.657,0.807,-8.196,2
0.0224,0.489,-14.14,2
0.00651,0.748,-4.944,5
0.861,0.493,-8.022,9
0.00112,0.841,-9.336,8
0.0126,0.632,-5.569,6
0.000726,0.726,-9.273,6
0.728,0.529,-8.46,3
0.538,0.548,-9.199,9
0.68,0.534,-11.072,6
0.00726,0.824,-8.139,10
0.0174,0.931,-4.975,10
0.00138,0.834,-6.891,8
0.0236,0.779,-7.435,10
0.000433,0.762,-6.516,6
2.08e-05,0.909,-11.786,8
0.399,0.645,-6.84,6
0.0836,0.562,-8.883,2
0.865,0.288,-15.418,2
0.00987,0.901,-3.124,10
0.842,0.407,-10.381,9
0.00115,0.814,-5.466,10
0.000618,0.977,-5.082,1
0.501,0.922,-5.875,10
0.349,0.723,-7.679,6
0.219,0.676,-7.442,2
1.88e-05,0.992,-5.407,8
0.764,0.545,-14.392,6
0.000805,0.891,-5.452,8
0.808,0.12,-25.934,7
0.509,0.464,-16.925,2
0.0126,0.363,-7.489,1
0.00064,0.826,-4.314,10
0.555,0.411,-8.833,10
0.0047,0.721,-4.599,1
0.0353,0.7,-13.014,8
0.0493,0.85,-5.524,2
6.59e-05,0.913,-10.196,1
0.229,0.752,-6.463,6
0.00124,0.956,-4.442,6
0.0327,0.838,-6.501,10
1.17e-05,0.976,-4.654,8
0.0192,0.527,-7.191,10
0.00558,0.922,-2.173,10
0.000177,0.98,-5.467,8
4.25e-05,0.903,-5.554,8
0.00755,0.759,-8.7,6
1.27e-05,0.926,-5.378,8
0.29,0.701,-13.176,6
0.2,0.716,-7.76,6
0.000197,0.871,-5.825,2
0.453,0.404,-5.913,5
0.0019,0.572,-5.943,10
0.119,0.406,-12.765,5
0.0864,0.872,-4.742,10
0.0149,0.721,-5.457,9
0.761,0.57,-6.823,2
0.516,0.266,-14.661,10
0.9,0.484,-8.521,3
0.157,0.756,-5.82,10
0.658,0.471,-9.657,6
0.0245,0.853,-6.326,6
0.0339,0.515,-9.038,6
0.904,0.272,-10.783,0
0.00881,0.851,-3.47,1
2.26e-06,0.974,-3.715,8
7.36e-05,0.929,-5.055,8
0.739,0.53,-9.556,6
0.022,0.864,-6.119,5
0.925,0.111,-19.914,7
0.00229,0.756,-7.04,8
0.000189,0.951,-5.134,8
0.258,0.658,-7.44,1
0.194,0.57,-8.215,4
0.0569,0.759,-7.246,10
0.0492,0.553,-9.449,6
0.919,0.0965,-22.079,6
0.000114,0.969,-3.97,10
0.0104,0.613,-10.711,6
0.625,0.817,-8.569,8
0.000247,0.855,-4.164,10
0.759,0.409,-8.347,7
0.0315,0.776,-5.094,2
0.734,0.287,-14.732,6
0.0951,0.512,-17.868,6
0.00336,0.727,-7.797,6
0.0209,0.549,-5.415,9
0.446,0.586,-6.32,10
0.127,0.611,-8.899,5
0.0172,0.803,-7.143,10
0.0411,0.827,-7.715,5
1.52e-05,0.961,-6.765,8
0.358,0.645,-6.302,9
0.939,0.315,-11.066,2
0.562,0.289,-12.165,6
0.00213,0.828,-8.691,10
0.000429,0.937,-5.445,8
0.00562,0.975,-4.21,1
0.181,0.919,-6.289,10
0.0404,0.852,-1.851,9
0.00419,0.902,-4.544,10
7.19e-06,0.991,-5.792,8
0.994,0.123,-19.583,7
3.59e-05,0.949,-2.699,10
0.926,0.642,-12.98,2
0.483,0.647,-6.195,6
5.98e-06,0.943,-3.932,8
0.398,0.307,-12.555,3
0.672,0.62,-7.859,10
0.000188,0.979,-4.319,8
0.157,0.571,-7.667,9
5.99e-05,0.873,-5.146,1
0.751,0.657,-10.33,2
0.000262,0.891,-7.084,8
0.91,0.0952,-13.51,1
5.63e-05,0.996,-2.1,8
0.39,0.537,-6.989,10
0.699,0.701,-12.343,8
0.689,0.602,-10.286,10
0.987,0.00717,-23.13,6
0.14,0.53,-15.929,2
0.635,0.464,-10.741,0
6.86e-05,0.933,-5.14,6
3.92e-05,0.913,-3.094,8
0.0429,0.637,-10.727,6
3.69e-05,0.943,-5.238,8
0.635,0.593,-11.603,10
0.000292,0.993,-5.622,10
0.0362,0.707,-7.911,5
0.59,0.442,-8.908,9
0.0121,0.808,-6.183,1
0.211,0.563,-7.653,8
0.00293,0.898,-1.843,9
0.183,0.403,-10.829,0
0.0953,0.782,-3.899,10
0.0276,0.73,-6.788,5
0.469,0.689,-9.12,10
0.839,0.199,-13.854,6
0.37,0.729,-8.641,6
0.0491,0.875,-5.66,6
1.57e-05,0.932,-5.22,8
0.124,0.772,-8.366,6
0.736,0.49,-8.725,2
0.478,0.854,-8.27,1
0.0261,0.839,-5.163,9
0.686,0.506,-17.18,0
0.0125,0.759,-7.9,6
0.00901,0.714,-6.315,10
0.177,0.843,-6.44,6
0.347,0.35,-12.982,3
0.771,0.542,-16.67,10
0.183,0.772,-7.322,5
0.549,0.753,-4.878,0
0.678,0.585,-11.217,3
0.326,0.473,-7.67,10
0.000551,0.971,-3.25,10
0.126,0.639,-9.845,2
0.0614,0.794,-10.023,10
0.658,0.41,-11.056,9
0.00301,0.662,-5.797,9
0.907,0.449,-10.066,3
0.00079,0.496,-7.738,6
0.063,0.569,-13.311,6
0.464,0.552,-6.986,4
4.14e-05,0.647,-12.021,10
0.228,0.402,-11.261,2
0.123,0.767,-10.028,10
0.00415,0.846,-5.69,2
9.01e-05,0.908,-7.469,8
7.13e-05,0.964,-4.441,10
0.000304,0.88,-6.96,8
0.456,0.347,-10.989,0
0.0376,0.558,-7.023,5
0.221,0.495,-16.163,8
0.395,0.568,-8.929,5
0.00013,0.977,-4.339,6
9.77e-05,0.964,-5.716,8
0.0198,0.937,-3.858,4
0.00097,0.957,-5.197,10
0.000239,0.776,-7.367,10
0.0384,0.62,-9.755,6
0.00835,0.791,-7.262,8
0.154,0.761,-7.328,2
0.00677,0.901,-7.724,6
0.00135,0.843,-7.201,10
0.445,0.621,-7.484,3
0.00469,0.802,-9.15,2
9.38e-05,0.88,-4.104,10
1.55e-06,0.962,-4.327,6
0.0173,0.753,-3.427,9
0.00172,0.837,-3.526,10
0.974,0.164,-14.138,6
0.00353,0.672,-4.815,6
0.586,0.367,-9.16,2
0.0704,0.616,-9.803,2
0.0043,0.801,-6.045,10
0.0496,0.72,-8.08,9
0.951,0.364,-15.335,9
0.82,0.0518,-14.453,2
9.27e-06,0.977,-5.218,8
0.00161,0.911,-6.196,8
0.638,0.614,-9.24,1
0.00254,0.922,-4.565,0
0.00353,0.672,-4.815,9
0.742,0.511,-6.433,3
0.328,0.425,-10.965,9
0.00233,0.951,-4.227,10
0.667,0.313,-9.755,2
0.000823,0.683,-7.297,1
3.96e-05,0.926,-6.313,8
0.324,0.75,-6.938,1
9.12e-05,0.831,-5.195,10
0.418,0.655,-7.402,1
0.000943,0.932,-4.331,2
0.371,0.39,-7.294,2
0.605,0.488,-8.733,0
0.0028,0.899,-6.552,9
1.74e-06,0.892,-5.857,8
0.905,0.666,-6.888,3
0.428,0.665,-9.552,10
0.285,0.381,-12.557,10
0.00352,0.662,-10.374,8
0.939,0.0712,-24.035,1
0.044,0.528,-10.051,10
0.218,0.774,-4.858,2
0.107,0.63,-11.022,8
0.000257,0.808,-7.186,10
0.0399,0.616,-10.39,10
0.508,0.35,-9.426,6
0.788,0.408,-11.661,0
0.0342,0.335,-11.384,10
0.922,0.315,-13.706,7
0.254,0.448,-14.446,8
0.00481,0.727,-5.763,6
1.92e-05,0.851,-4.193,10
0.432,0.532,-9.119,10
0.164,0.731,-6.715,9
0.454,0.354,-12.5,10
0.889,0.292,-13.124,0
0.365,0.835,-10.18,6
0.973,0.0174,-28.408,7
0.488,0.577,-6.53,0
1.21e-05,0.978,-2.341,10
0.00591,0.621,-7.474,6
0.00194,0.908,-6.867,10
5.99e-05,0.881,-5.541,10
0.068,0.811,-7.647,0
0.895,0.288,-14.641,3
0.179,0.718,-3.837,2
0.348,0.401,-13.766,1
9.22e-05,0.901,-6.655,8
0.000621,0.936,-6.148,10
0.46,0.841,-1.933,9
0.172,0.701,-8.241,10
0.14,0.397,-7.872,1
0.975,0.0483,-22.434,7
8.44e-05,0.744,-8.303,10
0.214,0.97,-5.143,6
0.883,0.161,-22.32,0
6.2e-05,0.927,-4.212,10
0.00176,0.978,-5.409,8
2.79e-06,0.967,-3.01,8
0.192,0.97,-2.1,10
0.00228,0.696,-7.315,10
0.281,0.374,-9.501,6
0.315,0.765,-4.577,2
0.463,0.501,-6.717,9
0.0106,0.925,-4.157,6
0.823,0.363,-13.502,2
0.57,0.91,-3.896,9
0.0268,0.765,-5.021,10
0.262,0.758,-6.193,2
0.0301,0.785,-8.428,4
0.000335,0.946,-3.369,1
0.775,0.315,-11.79,0
0.167,0.912,-1.884,10
0.715,0.549,-6.031,10
0.022,0.674,-6.362,5
0.822,0.376,-11.434,10
0.994,0.222,-12.37,3
0.00169,0.81,-8.33,10
0.253,0.521,-5.617,1
0.000531,0.992,-2.333,6
0.0131,0.403,-17.972,10
0.000124,0.978,-4.198,10
0.593,0.499,-8.182,10
0.808,0.0162,-25.358,7
0.00258,0.937,-5.314,8
0.000757,0.798,-5.882,6
3.38e-05,0.994,-4.254,8
0.000254,0.951,-4.936,8
0.144,0.527,-8.128,5
0.0219,0.798,-4.619,6
0.952,0.179,-18.337,7
0.96,0.249,-12.789,2
0.362,0.66,-5.284,6
0.0252,0.514,-11.909,10
0.000942,0.899,-5.426,6
0.00378,0.57,-7.209,10
0.982,0.258,-19.848,6
0.578,0.763,-10.16,6
6.51e-05,0.777,-3.92,10
0.556,0.466,-10.18,9
0.0388,0.857,-7.572,6
5e-05,0.93,-7.056,8
0.0902,0.92,-7.261,5
0.687,0.202,-16.988,10
0.000162,0.972,-5.017,8
0.834,0.307,-13.97,2
0.889,0.373,-10.742,9
0.171,0.909,-8.332,10
0.304,0.521,-12.999,5
0.318,0.686,-7.004,5
0.0096,0.973,-2.884,10
0.00588,0.825,-6.73,1
0.0111,0.881,-4.773,8
0.977,0.419,-10.746,2
0.784,0.211,-17.646,9
0.67,0.826,-5.971,5
0.874,0.353,-9.607,0
0.858,0.126,-17.326,7
0.979,0.159,-15.9,2
0.126,0.905,-5.274,6
0.0373,0.677,-5.719,10
0.81,0.329,-7.788,9
0.0125,0.709,-7.86,8
0.11,0.875,-4.756,10
2.72e-05,0.829,-3.381,10
0.101,0.694,-9.237,6
0.156,0.813,-5.126,6
0.000273,0.883,-6.656,8
0.752,0.158,-17.446,10
0.00991,0.871,-4.034,10
0.346,0.774,-7.731,6
0.158,0.757,-6.166,5
9.44e-05,0.997,-3.952,8
0.827,0.503,-8.431,10
0.00302,0.766,-4.12,9
0.0037,0.939,-4.938,10
2.06e-05,0.995,-2.53,8
0.0955,0.809,-7.886,5
0.0435,0.775,-9.387,6
0.796,0.265,-15.267,10
0.032,0.82,-4.807,9
0.00484,0.582,-12.97,5
9.45e-06,0.894,-6.033,8
0.752,0.302,-15.15,2
0.44,0.678,-5.02,4
0.0916,0.673,-7.344,9
0.0331,0.748,-5.963,9
0.54,0.452,-13.339,2
0.709,0.124,-18.166,10
0.475,0.656,-11.757,6
0.47,0.584,-8.864,2
0.00422,0.926,-3.869,10
2.05e-05,0.729,-10.391,10
0.379,0.706,-7.839,10
0.757,0.594,-6.706,6
0.162,0.87,-4.816,2
0.137,0.652,-8.896,1
0.565,0.745,-9.841,6
0.000148,0.79,-6.889,8
0.00805,0.65,-9.233,5
0.321,0.657,-6.333,2
0.032,0.747,-10.62,6
0.00178,0.789,-6.903,1
0.0483,0.63,-12.332,10
0.0219,0.945,-7.978,10
3.6e-05,0.943,-1.973,10
0.000667,0.975,-4.628,10
0.000776,0.898,-3.75,10
0.692,0.412,-6.284,9
0.43,0.969,-2.62,2
0.555,0.819,-4.979,2
7.35e-05,0.804,-7.397,8
0.625,0.601,-7.988,9
0.0559,0.858,-2.94,1
0.0203,0.651,-3.894,1
0.0347,0.859,-7.335,5
0.958,0.128,-17.601,7
0.0319,0.779,-5.72,10
0.906,0.137,-11.45,6
0.00639,0.819,-3.24,6
0.0138,0.612,-8.525,6
0.692,0.54,-11.249,9
9.2e-06,0.916,-8.373,10
0.00171,0.982,-2.99,8
7.14e-05,0.971,-6.117,10
0.00184,0.716,-5.548,6
0.000676,0.923,-6.842,1
3.36e-05,0.992,-3.249,8
0.709,0.363,-11.422,10
0.0776,0.132,-18.825,2
0.00329,0.861,-6.836,8
1.52e-06,0.969,-3.892,10
0.0519,0.675,-8.739,10
0.0016,0.912,-3.39,10
1.49e-05,0.769,-8.48,6
0.0573,0.587,-7.393,1
0.686,0.405,-10.535,10
0.00949,0.582,-10.795,6
0.187,0.345,-9.82,6
0.969,0.103,-14.311,3
0.616,0.459,-8.22,1
0.000212,0.726,-11.541,8
0.345,0.622,-10.569,9
0.0308,0.976,-4.943,6
0.00152,0.567,-9.229,0
0.916,0.0686,-21.495,7
0.21,0.727,-7.194,0
0.775,0.548,-10.408,10
5.4e-06,0.955,-10.614,8
0.425,0.832,-5.284,10
0.0429,0.748,-10.139,10
0.963,0.0666,-20.405,6
0.612,0.407,-9.665,9
0.0458,0.362,-11.218,10
0.197,0.645,-5.531,5
0.223,0.188,-13.843,5
0.523,0.298,-10.78,9
0.15,0.366,-12.595,10
0.44,0.372,-14.553,6
0.848,0.367,-11.983,3
0.0684,0.66,-4.013,5
0.651,0.334,-9.88,6
0.345,0.668,-10.288,5
0.000285,0.99,-3.717,10
0.000551,0.821,-7.694,10
0.0306,0.917,-6.086,8
0.0806,0.577,-10.076,9
0.366,0.322,-16.58,10
0.00843,0.974,-4.724,8
0.255,0.733,-5.477,5
0.000192,0.958,-3.348,10
0.548,0.291,-13.43,0
0.0113,0.969,-6.112,1
0.458,0.439,-12.044,6
0.0738,0.336,-15.521,10
0.0226,0.697,-8.726,9
0.0119,0.533,-6.588,8
0.0403,0.696,-5.674,10
0.833,0.055,-24.659,7
0.846,0.352,-11.768,6
0.0154,0.928,-6.492,10
0.129,0.811,-7.643,8
0.00055,0.89,-4.559,8
2.11e-06,0.928,-4.464,8
0.767,0.404,-9.832,1
0.000357,0.759,-5.119,6
0.586,0.348,-10.088,10
0.328,0.612,-9.219,10
0.527,0.535,-11.517,4
2.66e-05,0.941,-4.083,8
0.306,0.664,-8.211,9
0.478,0.362,-14.791,10
0.376,0.523,-8.144,10
0.264,0.459,-8.821,10
0.397,0.914,-6.432,2
0.125,0.494,-7.779,10
0.0558,0.835,-6.367,6
0.0074,0.586,-6.512,9
0.00146,0.732,-10.007,1
0.956,0.0771,-22.29,7
0.0379,0.854,-6.023,10
0.0107,0.853,-11.098,6
0.471,0.508,-10.719,0
0.000307,0.83,-5.298,10
5.99e-06,0.914,-8.137,10
0.000719,0.953,-3.632,6
0.000256,0.849,-5.59,8
0.945,0.142,-18.201,7
0.000332,0.864,-5.702,6
0.267,0.737,-5.135,6
0.103,0.974,-2.261,5
0.0481,0.722,-9.029,9
0.0572,0.744,-9.455,10
0.000446,0.643,-7.626,8
0.000618,0.749,-6.165,9
0.0013,0.736,-8.351,10
0.162,0.621,-6.521,5
0.183,0.603,-6.261,9
0.513,0.581,-11.856,10
0.126,0.561,-10.013,5
0.076,0.655,-3.815,9
0.521,0.803,-4.494,6
0.000516,0.817,-4.165,6
0.938,0.301,-14.094,2
0.98,0.274,-16.446,7
0.0294,0.482,-11.23,3
0.102,0.976,-2.9,5
0.518,0.474,-8.976,6
0.771,0.294,-11.938,10
0.0304,0.705,-5.134,8
0.0665,0.599,-2.135,10
0.0514,0.96,-3.465,10
0.00302,0.92,-4.03,10
0.0115,0.55,-9.754,8
2.15e-05,0.971,-5.083,8
0.0849,0.867,-5.184,10
0.149,0.849,-6.582,9
0.977,0.0286,-28.399,7
0.476,0.677,-8.009,0
0.00454,0.748,-10.781,6
0.565,0.64,-8.726,3
0.000414,0.962,-5.497,10
0.912,0.292,-12.407,7
0.344,0.368,-13.35,6
0.73,0.627,-9.554,2
0.00773,0.716,-8.693,8
0.000759,0.971,-3.98,10
0.0228,0.887,-4.474,2
0.887,0.395,-12.655,7
0.0111,0.992,-6.701,9
0.774,0.852,-6.535,2
0.246,0.594,-8.379,9
0.433,0.766,-1.73,6
0.0151,0.733,-6.186,6
0.652,0.632,-4.956,9
0.312,0.896,-11.876,6
0.513,0.677,-9.76,2
0.00602,0.845,-5.058,5
0.684,0.746,-6.917,6
0.000152,0.971,-5.581,8
0.324,0.751,-5.065,10
0.397,0.493,-6.821,2
0.000304,0.912,-5.229,8
0.312,0.684,-4.314,10
0.000359,0.969,-3.378,8
0.982,0.0939,-25.725,7
0.000968,0.333,-12.717,10
0.0013,0.896,-4.282,10
2.53e-06,0.922,-4.154,8
0.871,0.284,-11.858,6
9.37e-05,0.962,-2.481,6
0.216,0.627,-5.415,9
0.131,0.533,-8.726,1
0.000125,0.91,-5.285,10
0.0553,0.441,-6.074,10
0.81,0.615,-11.288,3
0.172,0.961,-3.658,6
0.00168,0.803,-4.752,10
0.0117,0.823,-6.763,10
0.0096,0.962,-3.037,10
0.000318,0.716,-8.097,1
0.245,0.959,-5.493,10
0.108,0.715,-4.987,9
0.117,0.674,-9.536,1
0.0265,0.555,-10.687,2
0.00911,0.714,-5.691,8
0.00744,0.933,-5.682,1
0.0243,0.627,-8.04,10
0.843,0.7,-8.197,2
3.33e-05,0.876,-4.902,6
0.38,0.991,-1.101,6
0.0698,0.716,-6.029,10
0.758,0.432,-5.722,1
0.0271,0.924,-4.341,10
0.634,0.371,-12.68,9
0.000553,0.906,-4.627,10
0.00251,0.932,-7.501,10
0.00384,0.79,-7.824,10
0.0111,0.788,-4.075,9
0.502,0.467,-9.398,10
0.0174,0.849,-5.788,8
0.406,0.387,-10.159,2
0.0179,0.883,-4.465,10
0.00256,0.559,-8.152,6
1.05e-05,0.76,-8.138,6
0.181,0.895,-4.212,5
0.000193,0.928,-5.457,9
0.335,0.835,-3.279,10
0.959,0.601,-14.501,2
4.68e-05,0.939,-6.022,8
8.18e-06,0.637,-10.392,8
0.00178,0.789,-6.903,10
0.824,0.208,-16.225,9
0.000107,0.891,-5.937,8
0.0248,0.578,-5.27,6
0.00107,0.849,-8.967,1
0.173,0.431,-10.007,9
0.000402,0.498,-3.294,6
0.0999,0.681,-11.491,4
0.00131,0.653,-7.101,10
0.00914,0.964,-5.384,8
1.49e-05,0.914,-5.982,8
0.0203,0.661,-8.276,1
0.113,0.834,-10.08,8
0.000273,0.972,-3.323,8
0.0836,0.658,-5.418,8
0.000586,0.926,-6.056,8
0.382,0.578,-13.415,10
0.44,0.562,-7.794,1
0.0202,0.692,-4.015,10
0.000314,0.784,-4.906,10
0.475,0.76,-6.086,6
0.133,0.428,-12.206,10
0.209,0.814,-5.694,6
0.166,0.711,-9.887,1
0.0581,0.853,-7.546,6
0.0251,0.6,-11.02,6
0.69,0.721,-9.826,3
0.0317,0.951,-5.077,5
0.393,0.638,-8.279,1
0.978,0.732,-17.339,6
0.518,0.596,-10.013,6
0.000361,0.951,-3.09,10
0.233,0.658,-6.896,9
0.892,0.454,-7.434,10
0.0001,0.685,-6.036,10
0.233,0.78,-7.832,10
0.00921,0.735,-4.616,5
0.827,0.465,-13.834,3
0.39,0.632,-7.974,5
0.0238,0.61,-7.817,5
0.335,0.773,-9.156,2
0.748,0.345,-11.52,4
0.00127,0.956,-2.94,10
0.252,0.727,-9.711,1
0.18,0.676,-6.606,10
0.278,0.507,-7.523,1
0.00434,0.911,-3.92,10
0.0887,0.696,-6.537,1
0.207,0.545,-7.681,6
0.0113,0.685,-5.732,10
0.000402,0.498,-3.294,10
3.36e-05,0.959,-7.376,8
0.00673,0.903,-4.321,9
0.986,0.248,-11.129,2
9.59e-05,0.88,-4.69,8
0.475,0.481,-12.59,6
0.00148,0.953,-3.435,1
0.039,0.848,-6.322,10
0.746,0.276,-9.215,2
0.123,0.755,-7.137,1
0.000218,0.992,-0.467,10
0.0116,0.889,-6.345,1
0.136,0.744,-3.993,9
0.457,0.378,-7.714,10
0.836,0.37,-18.45,1
2.9e-05,0.981,-4.564,1
0.153,0.533,-7.993,10
0.117,0.684,-6.163,1
0.000601,0.811,-10.441,9
0.0353,0.901,-4.356,6
0.0352,0.586,-13.885,2
0.806,0.243,-17.724,10
0.771,0.475,-10.77,0
0.00381,0.765,-4.025,6
0.245,0.579,-8.183,0
0.0467,0.781,-3.704,9
6.05e-05,0.903,-3.02,8
0.000975,0.916,-5.32,8
0.215,0.694,-8.467,5
0.199,0.576,-5.377,9
0.196,0.338,-14.029,10
0.435,0.732,-8.522,6
0.0201,0.719,-7.824,9
0.000272,0.716,-4.312,10
5.6e-05,0.565,-13.624,2
0.804,0.492,-11.104,7
0.00915,0.758,-9.76,6
0.239,0.329,-16.642,6
0.0071,0.752,-6.709,8
0.000756,0.973,-3.203,1
0.23,0.225,-15.429,4
0.799,0.321,-13.474,4
0.942,0.484,-11.655,3
0.816,0.448,-7.173,2
0.575,0.403,-10.004,10
0.000539,0.964,-2.991,10
0.99,0.106,-21.724,7
5.7e-05,0.971,-3.876,8
0.0121,0.86,-2.187,2
0.0348,0.899,-5.638,10
0.841,0.806,-6.054,10
0.337,0.637,-4.483,4
0.054,0.763,-5.74,5
0.953,0.153,-11.536,0
0.0385,0.597,-9.258,10
0.152,0.744,-6.859,5
2.99e-05,0.906,-8.201,1
0.673,0.4,-8.353,6
0.0158,0.906,-5.133,2
0.00658,0.639,-11.659,8
0.00475,0.922,-2.666,9
0.018,0.902,-7.638,10
0.000736,0.759,-9.06,8
0.00114,0.776,-5.438,1
0.00118,0.921,-8.303,2
0.994,0.183,-17.128,7
0.0231,0.729,-3.8,9
0.714,0.298,-12.438,10
0.167,0.41,-12.604,10
0.0299,0.751,-5.869,10
0.000127,0.974,-6.188,10
0.0327,0.838,-6.501,6
0.0266,0.817,-11.861,6
0.191,0.554,-8.113,10
0.00873,0.657,-9.431,1
0.0348,0.795,-7.563,1
0.000334,0.699,-6.481,8
0.414,0.591,-13.385,6
0.00179,0.924,-4.83,10
0.00178,0.94,-3.586,6
0.243,0.41,-8.804,9
0.15,0.759,-6.158,6
0.00524,0.816,-5.656,10
7.66e-05,0.823,-9.793,10
0.000716,0.921,-4.897,1
0.000249,0.853,-4.647,10
0.0826,0.656,-9.099,6
0.57,0.439,-14.008,2
0.0156,0.821,-9.453,10
0.117,0.337,-11.375,5
0.207,0.743,-6.379,10
1.28e-05,0.841,-7.043,8
0.000245,0.796,-5.35,9
0.000995,0.836,-5.441,10
0.105,0.804,-5.497,10
0.0772,0.848,-4.31,10
0.804,0.969,-11.283,3
0.413,0.241,-17.337,0
0.000222,0.641,-4.956,1
0.019,0.873,-6.078,10
0.913,0.169,-14.333,7
0.0139,0.71,-5.042,5
0.000146,0.905,-2.767,6
0.0723,0.514,-6.976,5
0.000796,0.734,-5.576,1
0.026,0.64,-9.053,1
0.957,0.346,-14.296,1
0.000259,0.847,-5.48,10
0.149,0.418,-10.412,5
0.00128,0.968,-5.737,8
0.00567,0.945,-4.765,10
0.508,0.66,-9.669,9
0.304,0.442,-9.975,6
0.00369,0.922,-6.283,10
0.0959,0.659,-11.879,6
0.962,0.0652,-21.076,7
0.143,0.427,-7.629,9
0.000241,0.845,-6.392,5
0.483,0.545,-9.036,2
0.00109,0.852,-6.337,6
0.679,0.316,-14.436,1
0.869,0.0767,-22.482,7
1.8e-05,0.813,-9.569,8
0.0101,0.674,-4.488,9
0.00135,0.769,-3.524,6
0.371,0.366,-10.65,0
0.46,0.629,-7.869,2
0.574,0.903,-3.88,10
0.00602,0.827,-7.726,10
0.0375,0.415,-8.882,10
0.11,0.465,-13.564,6
0.866,0.0494,-21.748,6
2.5e-05,0.961,-4.055,8
8.96e-05,0.963,-2.532,10
8.49e-05,0.817,-5.912,1
0.525,0.573,-6.921,10
0.00705,0.733,-5.576,1
0.232,0.454,-4.262,10
0.000288,0.82,-7.361,10
2.83e-05,0.988,-3.397,8
0.0202,0.605,-7.691,6
1.42e-06,0.994,-5.143,8
0.000429,0.887,-4.65,8
0.00151,0.666,-11.141,10
0.205,0.398,-9.907,2
0.0578,0.93,-7.996,6
0.0613,0.8,-3.17,9
0.167,0.912,-1.884,8
1.74e-06,0.932,-6.872,8
0.047,0.443,-9.239,9
0.881,0.206,-18.234,7
0.000107,0.976,-3.686,1
5.78e-05,0.872,-9.205,10
0.539,0.392,-10.635,0
2.72e-05,0.913,-5.229,8
0.0113,0.921,-5.533,10
0.00401,0.735,-8.347,1
0.494,0.47,-8.411,10
0.2,0.726,-6.204,1
0.357,0.555,-10.323,1
0.0362,0.415,-10.106,6
0.724,0.432,-6.769,0
0.0878,0.606,-8.072,9
0.000205,0.98,-3.651,10
0.975,0.542,-7.379,2
0.902,0.415,-9.561,6
0.00321,0.786,-5.735,9
0.0869,0.633,-7.552,1
0.012,0.648,-7.604,6
0.834,0.382,-8.529,9
0.00064,0.826,-4.314,1
0.00719,0.92,-5.439,9
0.158,0.762,-6.908,8
8.84e-06,0.96,-4.148,8
0.0561,0.564,-6.267,6
0.000268,0.978,-3.144,8
